name,diameter,petitjean,petitjeanSC,radius,VDistEq,VDistMa,weinerPath,weinerPol,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,a_aro,a_count,a_IC,a_ICM,a_nH,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_rotN,b_rotR,b_single,b_triple,chi0v,chi0v_C,chi1v,chi1v_C,chiral,chiral_u,nmol,reactive,rings,Weight,a_heavy,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nI,a_nN,a_nO,a_nP,a_nS,b_heavy,chi0,chi0_C,chi1,chi1_C,FCharge,VAdjEq,VAdjMa,zagreb,balabanJ,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,PC+,PC-,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,RPC+,RPC-,lip_acc,lip_don,lip_druglike,lip_violation,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,logS,apol,bpol,mr,a_acc,a_acid,a_base,a_don,a_hyd,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,density,vdw_area,vdw_vol,logP(o/w)
1331,6,0.33333334,0.5,4,2.3973403,8.2731638,520,46,-2.6274567,-0.61781621,0.53556013,3.0821371,-2.6243794,-0.36524722,0.8228901,3.140476,-2.4017537,-0.3470982,0.83985955,3.3141596,-0.77842671,-0.41480777,0.014583291,2.9260089,-0.84295779,-0.18030502,0.53187835,3.0584142,-0.53736275,-0.1176149,0.45501539,3.1826572,0,27,45.852638,1.6982459,8,0,0,0,31,1,0,0,30,0,13.882817,6.6712084,8.5169315,4.643847,8,8,1,1,5,380.91299,19,0,0,12,6,0,0,0,1,0,0,23,13.533015,6.8259091,8.7757273,4.8045306,0,0.55033046,5.523562,134,1.7603511,1.0104767,-1.0104767,0.16453268,0.3638449,25.592316,27.380123,0,0,0,0,0,8.701313,118.32779,59.163895,0,0,0,2.503756,0.98963976,0.78080601,0.010360262,0.010360262,0.21919401,0,239.16544,188.69675,2.503756,2.503756,52.972439,0,0,0,0,0,0,0,1,0,0,0,1,0,241.66919,0,0,0,241.66919,0,0,0,1,0,1,1,17,0,5,0,2,11.637051,2.6869836,0.75739646,17.019381,4.0113711,1.1487451,3.5932133,-6.2690301,40.336346,13.181656,7.5354013,1,0,0,0,17,2.503756,0,0,0,228.09087,0,2.503756,5.9589,0,0,23.937187,0,17.643185,0,0,7.0012131,18.868406,234.89186,7.9045,10.999887,0,17.643185,12.937299,7.0012131,18.868406,0,234.89186,12.53,1.1267579,241.66919,338.0611,5.4533601
1333,7,0.42857143,0.75,4,2.6487896,6.559793,174,10,-2.3309608,-0.60271645,0.65968353,2.2128124,-2.6530933,-0.49520954,0.76712149,2.3256872,-1.9707483,-0.46169791,0.80548334,2.5612688,-0.84023869,-0.42544803,0.10607794,2.0321636,-1.3709153,-0.34390599,0.19567318,2.1454411,-0.43779016,-0.21346277,0.18382691,2.3418534,6,20,33.502865,1.6751432,9,2,0.18181819,6,20,1,3,0.27272728,13,0,5.8723497,3.8867514,3.1534829,1.9106836,0,0,1,0,1,151.16899,11,0,0,7,0,0,0,3,1,0,0,11,8.1044483,4.6902347,5.2876935,2.8164966,0,0.68403846,4.4594316,48,2.0736187,1.3339095,-1.3339095,0.24595231,0.26311648,6.6995511,21.326929,0,34.476051,0,0,17.440542,24.509808,36.764713,0,0,17.442276,3.8753545,6.6511192,0.73160189,0.52748507,0.16531327,0.26839808,0.47251493,0.10308481,123.77705,89.243271,27.96875,45.40929,79.943077,17.440542,0,0,0,0,0,0,1,0,0,0,1,0,169.18634,0,0,0,169.18634,0,0,0,4,3,1,0,6,1,1,2,0,9.090909,4.7928996,3.7869823,5.5004249,2.732409,2.0446801,1.3663101,-1.23147,22.423138,10.136863,4.196105,1,0,0,3,6,13.566921,0,0,36.584568,85.742027,17.440542,50.151489,0.68180001,50.785416,22.718185,0,0,0,0,0,88.215919,0,26.618963,4.2783799,23.862217,0,17.888229,0,53.542164,88.215919,4.8299561,0,67.150002,0.7524159,169.18634,200.91148,0.382
2101,7,0.42857143,0.75,4,2.6431367,8.4138803,676,39,-2.3617723,-0.56748056,0.62482047,2.7666535,-2.3798954,-0.49763617,0.7085678,2.8125789,-2.0429745,-0.40449917,0.76903784,3.0293295,-0.79746771,-0.45099154,0.097697124,2.5948856,-0.99318826,-0.31336549,0.16734357,2.6821594,-0.47900531,-0.22180553,0.21351379,2.8908169,12,34,53.06741,1.5608062,14,1,0.043478262,12,37,1,1,0.043478262,24,0,11.128204,8.878315,6.766995,4.393847,0,0,1,0,4,266.30399,20,0,0,15,0,0,0,4,1,0,0,23,13.68987,9.9911995,9.7540197,5.5436769,0,0.51481563,5.523562,114,1.6805271,1.5340822,-1.5340822,0.16912453,0.20812121,70.76088,30.235022,22.381124,8.6190128,0,12.949531,0,75.123558,0,0,0,11.365152,13.566921,0.13689101,0.84490991,0.40871871,0.10226467,0.15509012,0.59128129,0.052825455,207.1196,100.19252,25.068964,38.018494,144.94557,12.949531,0,0,0,0,0,0,1,0,0,0,1,0,245.13809,0,0,0,245.13809,0,0,0,5,1,1,0,20,1,4,1,0,13.648394,5.3252597,2.2032001,9.3644133,3.5742385,1.4550332,1.6735324,-2.2797301,40.937103,21.542898,7.4932094,3,0,0,1,12,24.932074,0,0,5.6825762,166.86612,35.330658,30.614649,2.6512201,3.1243138,56.840595,3.9819686,0,30.233366,0,0,87.358269,37.736813,40.738602,7.6325202,23.862217,33.57106,3.1243138,10.353119,25.423338,125.09508,5.2587838,33.326015,58.119999,0.74927562,245.13809,355.41525,1.897
2102,9,0.44444445,0.80000001,5,2.837183,7.4991851,369,20,-2.5115225,-0.63598937,0.689547,2.7260225,-2.596143,-0.68657625,0.57567549,2.705195,-2.2992551,-0.53497547,0.7792592,2.949332,-0.84346098,-0.44497722,0.10919525,2.4641497,-1.3703731,-0.36583456,0.14424291,2.4435968,-0.52760088,-0.25149632,0.18720531,2.6938834,0,28,48.461121,1.7307544,13,2,0.125,0,29,3,2,0.125,26,0,8.1662092,5.4307213,4.8144031,2.3467534,2,2,1,0,2,211.22099,15,0,0,9,0,0,0,3,3,0,0,16,10.836499,5.8449349,7.2027087,2.6329932,0,0.59002918,5,76,1.8893464,1.8483894,-1.8483894,0.19057047,0.2123244,33.807461,45.44854,20.586502,17.238026,10.324173,0,17.440542,29.65753,0,0,5.6825762,13.566921,0,16.922417,0.72348815,0.31246963,0.14472236,0.27651188,0.68753034,0.13178952,152.42064,65.829445,30.489336,58.254051,144.84525,27.764715,0,0,0,0,0,0,1,0,0,0,1,0,210.67468,0,0,0,210.67468,0,0,0,6,2,1,0,11,1,2,3,0,11.484375,4.8884296,2.5714285,8.8319998,3.6823802,1.9043266,2.1681855,-0.88103002,30.21431,19.725691,5.2343493,4,0,0,2,6,21.753254,0,0,17.742489,98.241982,41.580635,53.062664,-0.2097,58.282413,10.28219,23.508358,20.926258,0,16.78553,0,34.85754,37.736813,23.862217,5.2978201,34.862103,45.295071,0,12.508471,32.897186,72.594353,28.084135,0,88.150002,0.80479431,210.67468,262.4534,-0.49900001
2100,14,0.5,1,7,3.7250931,10.402739,5398,63,-2.9023783,-0.53466606,0.53407538,2.8516109,-2.9416025,-0.45309532,0.60924786,2.9129274,-2.6448781,-0.36061198,0.66616911,3.1072025,-0.84343415,-0.38725749,0.060498346,3.1820273,-1.1634226,-0.28589189,0.12646805,3.1873128,-0.5321365,-0.19938219,0.16137685,3.4184339,12,85,124.90995,1.4695289,45,9,0.20930232,12,88,2,12,0.27906978,74,0,25.04529,20.662407,15.515562,11.21778,5,5,1,0,4,567.79498,40,0,0,32,0,0,0,3,4,0,1,43,28.863232,22.164562,19.013859,13.068082,0,0.302118,6.4262648,208,1.4621705,3.2759213,-3.2759213,0.077133812,0.11858142,171.41675,66.574615,0,17.238026,33.597878,12.949531,0,152.3228,66.422241,19.760618,0,0,27.133842,15.808863,0.84655994,0.48257241,0.073629715,0.15344007,0.51742762,0.079810351,493.73505,281.44836,42.942703,89.490112,301.77679,46.547409,0,0,0,0,0,0,1,0,0,0,1,0,583.22516,0,0,0,583.22516,0,0,0,7,4,1,1,23,0,4,12,3,32.904274,15.134642,9.498311,28.135208,12.886858,8.0640001,9.0643606,-7.3943601,95.733688,56.690315,16.216614,5,0,0,4,31,27.133842,0,0,11.365152,444.62332,25.899061,65.632835,4.7476201,86.791954,13.641881,38.294804,54.11272,39.054958,1.5507339,0,141.14548,94.342026,170.76703,16.059349,47.724434,53.894768,46.393829,26.047165,0,235.4875,64.630287,165.52361,101.9,0.71250707,583.22516,796.89734,5.362
1268,7,0.42857143,0.75,4,2.6371682,7.3119183,293,17,-2.3994274,-0.56260717,0.62226361,2.5110972,-2.615118,-0.46116051,0.72101772,2.4816604,-2.0786958,-0.40825862,0.78073692,2.8184779,-0.79384822,-0.40356398,0.064376093,2.2692676,-1.3482031,-0.4185276,0.13086356,2.3469839,-0.44499999,-0.18424489,0.18356973,2.5505879,9,22,43.352608,1.9705731,8,2,0.13333334,10,23,0,2,0.13333334,13,0,7.9905615,4.5165076,5.6143408,2.4309037,0,0,1,0,2,212.229,14,0,0,8,0,0,0,2,3,0,1,15,10.181798,5.2675848,6.5614614,3.3914115,0,0.61744827,4.9068904,74,1.9560457,1.2938179,-1.2938179,0.18511176,0.27365991,27.343634,19.270084,8.5307722,15.158071,10.677375,0,0,24.509808,35.395069,0,9.0437498,32.016521,0,5.9023595,0.74129933,0.56890583,0.20185998,0.25870067,0.43109414,0.056840673,139.25119,106.86751,37.918884,48.596256,80.979935,10.677375,0,0,0,0,0,0,1,0,0,0,1,0,187.84744,0,0,0,187.84744,0,0,0,5,1,1,0,10,1,2,2,0,10.515555,3.8677685,2.5344,9.2005367,3.3466356,2.1743021,2.1993461,-2.2014799,26.920343,16.477655,5.1868472,3,0,0,1,7,42.901787,0,0,20.13512,89.926628,24.466488,63.036903,0.88270003,31.291433,67.768288,6.6407428,0,2.7567475,9.7341213,0,77.981911,0,17.233564,5.10252,57.905807,19.596598,0,2.7567475,38.700607,87.806305,0,6.6407428,86.190002,0.89874768,187.84744,236.13857,0.19
686,8,0.5,1,4,2.8855424,8.2364893,684,26,-2.443985,-0.64846617,0.60075659,2.5451996,-2.6089988,-0.53807992,0.68790483,2.5650525,-2.1390631,-0.4766407,0.85431087,2.8506219,-0.87101996,-0.38877961,0.079681635,2.5048926,-1.370476,-0.26386139,0.13851997,2.5913453,-0.43851873,-0.21605732,0.19305076,2.8021193,12,34,53.767017,1.5813829,15,5,0.25,12,35,1,5,0.25,22,0,11.176552,8.5579596,7.3182025,4.7522707,0,0,1,0,2,273.35599,19,0,0,15,0,0,0,1,2,0,1,20,13.664926,10.087576,9.1815405,6.7079082,0,0.5023343,5.321928,92,2.0242569,1.8632745,-1.8632745,0.14393617,0.3310813,4.4170794,55.45002,0,28.546412,0,12.949531,0,13.136708,122.54904,0,0,0,13.566921,22.659382,0.82005006,0.62908059,0.1325635,0.17994992,0.37091944,0.04738643,224.09926,171.91205,36.226303,49.175835,101.36304,12.949531,0,0,0,0,0,0,1,0,0,0,1,0,273.27509,0,0,0,273.27509,0,0,0,3,1,1,0,12,1,2,5,0,15.39,7.6952662,4.5,11.84732,5.8307915,3.3676791,3.6357503,-3.66555,42.005894,21.074104,7.9034677,2,0,0,1,14,29.575182,0,0,17.742489,184.47118,26.086239,47.317673,2.1055,32.897186,29.344627,43.411621,17.233564,6.37115,0,0,176.43184,2.7759552,0,7.7041798,47.948059,0,0,9.1471052,32.897186,176.43184,22.492348,19.549404,79.370003,0.75155997,273.27509,363.71814,1.325
2104,10,0.5,1,5,3.0486372,8.2065697,701,29,-2.5075102,-0.55362523,0.60227144,2.7798567,-2.6661317,-0.54917234,0.58260417,2.6495628,-2.3001778,-0.40223813,0.69176608,2.9648912,-0.80005401,-0.41603535,0.13584428,2.5981557,-1.1699555,-0.41174516,0.06912861,2.5110745,-0.52295202,-0.23929715,0.17876787,2.7971597,0,33,60.333115,1.8282763,14,3,0.15000001,0,34,5,3,0.15000001,29,0,10.237214,6.2236147,5.7144442,2.5967534,3,3,1,0,2,268.25299,19,0,0,10,0,0,0,5,4,0,0,20,13.991199,6.585422,9.0620804,2.8770101,1,0.5023343,5.321928,96,1.9870836,2.8363361,-1.8363363,0.11681758,0.21367621,48.982697,40.54361,39.657177,11.764974,23.483675,21.568544,17.440542,18.747677,0,0,0,13.566921,13.703812,10.271297,0.61485219,0.21672316,0.14454201,0.38514778,0.78327686,0.24060579,159.69614,56.289707,37.54203,100.03479,203.44122,62.492764,0,0,0,0,0,0,1,0,0,0,1,0,259.73093,0,0,0,259.73093,0,0,0,9,3,1,0,13,1,2,4,1,15.39,6.6352043,3.3659606,11.28492,4.7740407,2.3860979,2.8355088,-0.63717997,35.643101,21.776897,6.3501897,6,0,1,3,7,39.058636,0,13.159503,5.6825762,104.94154,43.339603,79.789085,-0.53173,58.711243,13.213054,51.352543,20.926258,0,19.848583,0,48.763802,18.868406,57.188232,6.0568199,58.724319,60.487812,49.560196,19.676014,0,36.082764,31.014997,33.326015,127.44,0.85378236,259.73093,314.19363,-0.926
2096,19,0.47368422,0.89999998,10,4.0111308,10.725893,7788,68,-2.7976294,-0.53054804,0.59534371,2.7490835,-2.9410267,-0.49158138,0.62205869,2.6729517,-2.5276997,-0.39769787,0.71120787,3.0067842,-0.84934473,-0.35007864,0.072657369,3.1351497,-1.162928,-0.29775578,0.1020412,3.1128488,-0.52946585,-0.20915863,0.16059606,3.3734286,18,92,133.37508,1.4497292,47,11,0.22448979,18,96,2,14,0.2857143,76,0,26.601723,22.54916,16.010616,11.69156,5,5,1,0,5,613.80298,45,0,0,36,0,0,0,5,4,0,0,49,31.976116,24.700096,21.552666,14.290391,0,0.27953976,6.6147099,236,1.2249173,3.7803376,-3.7803376,0.063444734,0.10329806,219.05481,85.467377,3.1459606,17.238026,46.547409,0,0,94.734718,122.54904,0,0,0,32.816418,15.808863,0.85067731,0.41720212,0.07629139,0.14932267,0.58279788,0.073031276,542.18994,265.90903,48.625278,95.172691,371.45358,46.547409,0,0,0,0,0,0,1,0,0,0,1,0,637.36261,0,0,0,637.36261,0,0,0,9,4,1,1,28,0,5,14,4,36.284882,17.088007,10.742699,28.727474,13.453216,8.423955,8.5883751,-4.7059999,103.40727,59.896729,17.660614,7,0,0,4,34,32.816418,0,0,11.365152,492.99966,25.899061,71.315414,3.22874,86.791954,33.551723,64.6437,73.758316,17.153095,37.736813,0,228.50374,22.850374,118.41763,17.438299,47.724434,73.804611,40.432297,33.643536,0,303.54852,84.275879,99.978043,118.03,0.70238298,637.36261,873.88641,2.7639999
2097,8,0.5,1,4,2.8077486,8.5467377,807,37,-2.4102862,-0.58709878,0.61369461,2.7286608,-2.4195232,-0.37610048,0.82754171,2.8372674,-2.2094491,-0.32598564,0.86968738,2.9702475,-0.78637546,-0.41251838,0.054940633,2.4778147,-0.99357444,-0.27543786,0.26984993,2.5906556,-0.49382767,-0.16767009,0.27250102,2.7262213,6,30,58.619537,1.9539845,9,2,0.086956523,6,32,1,3,0.13043478,24,1,11.307899,7.7236147,6.5894713,4.3432055,1,0,1,0,3,315.67798,21,0,0,14,1,3,0,1,2,0,0,23,15.250712,8.8364992,9.8162985,5.5833001,0,0.48250595,5.523562,118,1.8878354,1.7228861,-1.7228861,0.25238311,0.17505245,28.055216,19.495708,0,8.6190128,0,0,28.245012,54.167339,61.198936,0,35.725906,13.566921,2.503756,0.13689101,0.82340091,0.66464037,0.06438864,0.17659907,0.33535963,0.11221042,207.26212,167.29974,16.207567,44.452579,84.414948,28.245012,0,0,0,0,0,0,1,0,0,0,1,0,251.71471,0,0,0,251.71471,0,0,0,3,1,1,0,15,1,3,2,1,15.879017,5.5709877,2.8125,12.796671,4.4377546,2.2204711,2.7042136,-5.78092,37.196136,17.401863,7.0707598,1,0,0,1,17,13.566921,0,0,5.6825762,200.6492,21.703266,19.249496,4.8045082,0,25.327387,10.999887,34.061146,7.5963712,0,11.260122,52.929554,37.736813,110.64795,6.9867702,34.862103,44.880341,12.170312,40.74733,20.767498,90.666367,7.3166366,39.148643,38.330002,0.93335712,251.71471,338.2178,4.1027598
1311,5,0.40000001,0.66666669,3,2.1675186,6.6242514,139,15,-2.6192892,-0.15729797,0.13800679,2.9816988,-2.5313435,-0.083490685,0.19768032,3.0372982,-2.3736544,-0.030556133,0.26892853,3.2332528,-0.7908752,-0.26460055,-0.091536164,2.6569881,-0.83694512,-0.19298182,-0.027721237,2.7212567,-0.52859437,-0.11624764,0.0034707952,2.8800988,0,27,31.162682,1.1541734,16,1,0.083333336,0,28,1,1,0.083333336,27,0,7.5545125,7.1462646,4.6044421,4.4003181,3,3,1,0,2,152.237,11,0,0,10,0,0,0,0,1,0,0,12,8.2236147,7.2236147,5.0770216,4.499671,0,0.71860999,4.5849624,64,2.1409681,0.6011315,-0.6011315,0.22786313,0.49422881,76.947487,0,8.458519,0,0,0,0,8.701313,56.243034,0,0,0,13.566921,0,0.91723311,0.47896883,0.082766876,0.082766876,0.52103114,0,150.35036,78.511269,13.566921,13.566921,85.406006,0,0,0,0,0,0,0,1,0,0,0,1,0,163.91728,0,0,0,163.91728,0,0,0,1,0,1,0,7,1,2,1,0,7.6388888,2.0250001,0.71111113,6.9914098,1.8354825,0.63901442,1.1666009,-2.39872,29.070688,18.449312,4.4830823,1,0,0,0,9,13.566921,0,0,0,126.46796,8.458519,13.566921,2.2576001,0,5.6876111,23.862217,0,13.232388,0,0,0,37.736813,99.978043,4.4166002,23.862217,0,13.232388,0,0,37.736813,5.6876111,99.978043,17.07,0.65739959,163.91728,231.57452,1.902
2099,22,0.5,1,11,4.202127,11.0307,10769,69,-2.7144141,-0.51930356,0.5806976,2.707427,-2.8710985,-0.46021175,0.67699885,2.636477,-2.4653656,-0.39122003,0.73829281,2.9509759,-0.83729672,-0.38844505,0.062127329,3.0360904,-1.1654736,-0.29156563,0.13883604,3.0260117,-0.53113741,-0.20909584,0.19305076,3.2793894,22,98,158.29417,1.6152467,48,18,0.33962265,22,101,3,22,0.41509435,76,0,30.876526,23.50519,18.568356,10.999342,4,4,1,0,4,720.95996,50,0,0,37,0,0,0,6,5,0,2,53,36.045029,25.810825,23.977274,13.358211,0,0.25318992,6.7279205,248,1.3874168,4.4528098,-4.4528098,0.081129946,0.087513678,147.93399,125.76762,3.1459606,65.378273,23.273705,0,36.640053,57.91861,215.95532,0,0,27.133842,27.435829,8.1782131,0.8339631,0.45565701,0.084936604,0.16603689,0.54434299,0.081100278,616.09979,336.6218,62.747883,122.66164,402.13959,59.913757,0,0,0,0,0,0,1,0,0,0,1,0,738.76141,0,0,0,738.76141,0,0,0,11,4,0,3,22,0,4,17,4,42.737629,22.395555,14.987959,34.812023,18.162325,12.118054,12.645346,-6.2857499,113.53606,68.423935,20.322235,6,0,0,4,36,52.065914,0,0,17.047728,556.23364,52.093342,82.680565,6.4379401,79.41748,54.10075,53.276661,0,15.826669,70.633995,4.4107962,224.8494,18.868406,282.94971,19.73069,82.58654,62.080601,58.443047,34.241222,0,320.82043,17.405376,228.75662,145.78,0.74469215,738.76141,968.13159,5.0040002
2098,9,0.44444445,0.80000001,5,2.8623741,7.6977053,433,23,-2.4884458,-0.59814256,0.57626683,2.579932,-2.655112,-0.51746422,0.59233481,2.4952168,-2.2277255,-0.45896521,0.68409407,2.8320031,-0.79576361,-0.44621676,0.10635471,2.4092429,-1.1699483,-0.39539304,0.10893057,2.3636696,-0.51762009,-0.22545591,0.15988462,2.6574175,0,28,48.367107,1.7273967,12,2,0.11764706,0,29,4,2,0.11764706,25,0,8.7130299,6.0938582,4.8828087,2.4469235,2,2,1,0,2,224.21599,16,0,0,10,0,0,0,2,4,0,0,17,11.706742,6.7151785,7.6133924,3.0436769,0,0.56510133,5.0874629,82,1.9460999,1.9166439,-1.9166439,0.17300071,0.20459382,31.750612,44.808994,4.9049287,18.014954,10.324173,12.949531,17.440542,31.002581,12.254904,0,0,13.566921,13.703812,10.271297,0.64588839,0.36561984,0.16987862,0.35411161,0.63438016,0.18423298,142.73697,80.799515,37.54203,78.256279,140.19374,40.714245,0,0,0,0,0,0,1,0,0,0,1,0,220.99326,0,0,0,220.99326,0,0,0,6,2,1,0,11,1,2,2,0,12.456747,5.1041665,2.6514049,9.2236729,3.6965046,1.8883283,2.1309593,-0.79949999,31.009516,19.590485,5.5069818,4,0,0,2,7,29.637598,0,0,5.6825762,114.05048,43.339603,48.887096,-0.28459999,43.395977,13.213054,47.370575,20.926258,0,3.185575,0,52.500725,0,57.188232,5.4021502,58.724319,28.509541,18.01075,15.694046,0,52.500725,31.014997,33.326015,78.870003,0.81734139,220.99326,274.32355,-1.0140001
1789,12,0.5,1,6,3.3438225,8.878849,1351,38,-2.4193125,-0.58426303,0.63260508,2.4241354,-2.4339447,-0.43346015,0.82862252,2.4654789,-2.0454741,-0.33770853,0.87147957,2.7885842,-0.88748133,-0.41155609,0.046692949,2.5013931,-0.83006656,-0.3034296,0.17667967,2.6440954,-0.47973853,-0.17273574,0.24027483,2.8124192,18,39,68.468681,1.7556071,15,3,0.11538462,18,41,0,3,0.11538462,23,0,14.765715,10.696153,9.504427,5.1367512,0,0,1,0,3,358.849,24,0,0,18,1,0,0,2,2,0,1,26,17.319626,12.405413,11.342355,7.159833,0,0.43739632,5.7004399,128,1.6316235,1.9111128,-1.9111128,0.13271523,0.24735813,81.914429,49.607773,12.796158,20.72374,0,4.1846013,0,82.230736,29.581947,6.5127993,0,0,11.365152,32.016521,0.8562665,0.48863891,0.13108866,0.14373349,0.51136106,0.012644826,283.36758,161.70715,43.381676,47.566277,169.2267,4.1846013,0,0,0,0,0,0,1,0,0,0,1,0,330.93387,0,0,0,330.93387,0,0,0,4,0,1,0,18,1,3,3,0,18.781065,7.7091413,4.6011772,15.461556,6.289588,3.7296154,4.0519509,-4.87853,50.565895,25.934105,9.7800713,4,0,0,0,19,43.381676,0,0,0,270.36246,6.5127993,43.381676,4.17592,0,81.742744,6.8792672,0,2.7567475,33.241909,3.5006065,170.24448,0,72.474655,9.5760803,48.171688,33.57106,1.5507339,6.2573543,12.313473,157.931,0,111.0451,59.919998,0.80718011,330.93387,444.57117,3.405
1788,12,0.5,1,6,3.3687842,9.122283,1654,41,-2.325495,-0.62216789,0.69889909,2.3897088,-2.5720878,-0.53807992,0.80591482,2.4685965,-1.993363,-0.49986199,0.85431087,2.7218058,-0.81587708,-0.38768524,0.080169797,2.5373871,-1.3482726,-0.3031131,0.1737565,2.6470435,-0.47889569,-0.20412143,0.19305076,2.8233032,17,40,78.577515,1.9644378,14,3,0.10714286,17,42,0,4,0.14285715,25,0,14.343064,9.6961527,8.9773312,5.2200847,0,0,1,0,3,381.37799,26,0,0,17,0,3,0,3,2,0,1,28,19.11252,11.328063,12.05368,7.2818418,0,0.41210872,5.8073549,142,1.6869076,1.9196509,-1.9196509,0.22710395,0.12335873,66.858139,51.787575,0,6.6995511,0,4.1846013,9.0455017,55.51239,51.228157,0,54.190697,32.016521,0,0,0.86351895,0.58200389,0.096574023,0.13648105,0.41799608,0.039907027,286.27652,192.94777,32.016521,45.246628,138.57538,13.230103,0,0,0,0,0,0,1,0,0,0,1,0,331.52313,0,0,0,331.52313,0,0,0,5,1,1,0,17,1,3,3,0,20.727041,7.7879934,4.8994083,16.263817,6.0477204,3.7763617,3.7830391,-5.8439698,48.730103,26.709898,9.2867546,3,0,0,1,20,41.437561,0,0,20.13512,245.15665,10.105608,61.572681,3.8254199,31.291433,66.611267,6.6407428,0,5.9423227,1.5507339,7.7595162,167.48773,0,78.206352,9.0229197,48.171688,63.31992,9.3102503,5.9423227,39.990505,158.78867,0,39.966759,77.980003,0.87575549,331.52313,435.48456,3.11676
1790,14,0.5,1,7,3.525708,9.0942478,1751,41,-2.4479291,-0.64052343,0.65751863,2.4694195,-2.5938847,-0.53107637,0.77832276,2.4820027,-2.1649668,-0.46460992,0.85431087,2.7940929,-0.82058841,-0.37819964,0.05334647,2.555805,-1.1436262,-0.345227,0.15630269,2.6594906,-0.50896287,-0.20894359,0.19305076,2.8403907,17,44,74.445717,1.6919482,18,5,0.17857143,17,46,1,6,0.21428572,28,0,15.208211,11.403259,9.5818853,6.2927108,0,0,1,0,3,370.42899,26,0,0,19,0,0,0,2,4,0,1,28,18.733841,13.112519,12.419852,8.4755287,0,0.41210872,5.8073549,136,1.5772488,1.8812193,-1.8812193,0.16249326,0.29516014,60.841434,53.546543,23.777084,10.105608,0,0,4.1846013,54.167339,90.907455,32.016521,2.5295215,0,0,19.46928,0.93271458,0.56632835,0.05538198,0.067285426,0.43367165,0.011903445,327.89151,199.09012,19.46928,23.653881,152.45528,4.1846013,0,0,0,0,0,0,1,0,0,0,1,0,351.54541,0,0,0,351.54541,0,0,0,6,1,1,0,17,1,3,4,0,20.727041,9,4.8994083,16.007137,6.8736887,3.7122064,4.2318492,-5.8004899,53.750275,29.687725,10.120292,4,0,0,1,17,56.468704,0,0,8.0752068,234.41162,37.416019,64.543915,3.53192,16.404997,73.027069,30.502958,0,5.4488211,11.284855,0,171.10213,18.868406,66.652031,9.7731504,81.768028,19.596598,17.955732,5.4488211,12.313473,177.65706,5.2587838,73.29277,89.269997,0.7878933,351.54541,470.15121,3.6129999
